!!!SBtab DocumentName='iCH360' Name='iCH360' SBtabVersion='1.0' Date='2024-9-3'																										
!!SBtab TableID='compartment' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360' TableType='Compartment' TableName='Compartment' SBtabVersion='1.0' Date='2024-9-3'																										
!ID	!Name	!Size	!Unit	!SBOTerm																						
c	cytosol	nan																								
e	extracellular space	nan																								
p	periplasm	nan																								
																										
!!SBtab TableID='compound' Document='../Exemples/SBML/iCH360/Escherichia_coli_iCH360' TableType='Compound' TableName='Compound' SBtabVersion='1.0' Date='2024-9-3'																										
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:bigg.metabolite	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:inchikey	!Identifiers:kegg.compound	!Identifiers:metanetx.chemical	!Identifiers:reactome	!Identifiers:sabiork.compound	!Identifiers:seed.compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg.drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:slm	!Identifiers:kegg_glycan
R_FBP	Fructose-bisphosphatase	M_fdp_c + M_h2o_c <=> M_f6p_c + M_pi_c				SBO:0000176	False	(G_b0383 or G_b2930 or G_b0766 or G_b3925 or G_b4232 or G_b3697 or G_b0200)	cobra_0_bound	cobra_default_ub	FBP	ECOLI:F16BDEPHOS-RXN	3.1.3.11		MNXR147046	11064	2084			MNXR99465						
R_EX_pi_e	Phosphate exchange	M_pi_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_pi_e				MNXR102871	32823	10985	rxn13178								
R_PYK	Pyruvate kinase	M_adp_c + M_h_c + M_pep_c <=> M_atp_c + M_pyr_c				SBO:0000176	False	(G_b1676 or G_b1854)	cobra_0_bound	cobra_default_ub	PYK	ECOLI:PEPDEPHOS-RXN	2.7.1.40	R00200	MNXR103371	18157	9	rxn00148	R-XTR-71670							
R_EX_co2_e	CO2 exchange	M_co2_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_co2_e				MNXR96810			rxn09860	R-ATH-1247649							
R_GTHOr	Glutathione oxidoreductase	M_gthox_c + M_h_c + M_nadph_c <=> 2.0 M_gthrd_c + M_nadp_c				SBO:0000176	True	G_b3500	cobra_default_lb	cobra_default_ub	GTHOr	ECOLI:GLUTATHIONE-REDUCT-NADPH-RXN	1.8.1.7	R00115	MNXR100098	11741	695	rxn00086	R-OSA-3323079							
R_ILETA	Isoleucine transaminase	M_akg_c + M_ile__L_c <=> M_3mop_c + M_glu__L_c				SBO:0000176	True	G_b3770	cobra_default_lb	cobra_default_ub	ILETA	ECOLI:BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.6.1.42	R02199	MNXR190730	24801	9086	rxn01575		MNXR96228						
R_DHORD5	Dihydroorotic acid (menaquinone-8)	M_dhor__S_c + M_mqn8_c <=> M_mql8_c + M_orot_c				SBO:0000176	False	G_b0945	cobra_0_bound	cobra_default_ub	DHORD5	ECOLI:RXN0-6554		R01868	MNXR97421	29202		rxn08336								
R_VALTA	Valine transaminase	M_akg_c + M_val__L_c <=> M_3mob_c + M_glu__L_c				SBO:0000176	True	G_b3770	cobra_default_lb	cobra_default_ub	VALTA	ECOLI:BRANCHED-CHAINAMINOTRANSFERVAL-RXN	2.6.1.6	R01214	MNXR96230	24815	1446	rxn00903								
R_IPPMIb	2-isopropylmalate hydratase	M_2ippm_c + M_h2o_c <=> M_3c3hmp_c				SBO:0000176	True	(G_b0072 and G_b0071)	cobra_default_lb	cobra_default_ub	IPPMIb	ECOLI:RXN-13163	4.2.1.33	R03968	MNXR100826	16294		rxn02789								
R_ORPT	Orotate phosphoribosyltransferase	M_orot5p_c + M_ppi_c <=> M_orot_c + M_prpp_c				SBO:0000176	True	G_b3642	cobra_default_lb	cobra_default_ub	ORPT	ECOLI:OROPRIBTRANS-RXN	2.4.2.10	R01870	MNXR188600	10380	401	rxn01362	R-RNO-73567	MNXR102231						
R_ACHBS	2-aceto-2-hydroxybutanoate synthase	M_2obut_c + M_h_c + M_pyr_c <=> M_2ahbut_c + M_co2_c				SBO:0000176	False	((G_b3671 and G_b3670) or (G_b0077 and G_b0078))	cobra_0_bound	cobra_default_ub	ACHBS	ECOLI:ACETOOHBUTSYN-RXN	2.2.1.6	R08648	MNXR151587	27656	6688			MNXR95260						
R_DHAD2	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	M_23dhmp_c <=> M_3mop_c + M_h2o_c				SBO:0000176	False	G_b3771	cobra_0_bound	cobra_default_ub	DHAD2	ECOLI:DIHYDROXYMETVALDEHYDRAT-RXN	4.2.1.9	R05070	MNXR190908	27695				MNXR97359						
R_ACLS	Acetolactate synthase	M_h_c + 2.0 M_pyr_c <=> M_alac__S_c + M_co2_c				SBO:0000176	False	((G_b0077 and G_b0078) or (G_b3671 and G_b3670))	cobra_0_bound	cobra_default_ub	ACLS	ECOLI:ACETOLACTSYN-RXN	2.2.1.6	R00226	MNXR146819	25250	749			MNXR95271						
R_TRPS2	Tryptophan synthase (indole)	M_indole_c + M_ser__L_c <=> M_h2o_c + M_trp__L_c				SBO:0000176	False	G_b1261	cobra_0_bound	cobra_default_ub	TRPS2	ECOLI:RXN0-2382	4.2.1.20	R00674	MNXR146597	26434	1054	rxn00474		MNXR104946						
R_PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	M_pep_c + M_skm5p_c <=> M_3psme_c + M_pi_c				SBO:0000176	True	G_b0908	cobra_default_lb	cobra_default_ub	PSCVT	ECOLI:2.5.1.19-RXN	2.5.1.19	R03460	MNXR103226	21258	3254	rxn02476	R-MTU-964886							
R_PFL	Pyruvate formate lyase	M_coa_c + M_pyr_c <=> M_accoa_c + M_for_c				SBO:0000176	False	((G_b0903 and G_b0902) or (G_b3114 and G_b0902) or (G_b2579 and G_b0903 and G_b0902))	cobra_0_bound	cobra_default_ub	PFL	ECOLI:PYRUVFORMLY-RXN	2.3.1.54	R00212	MNXR188637	11846	146	rxn00157		MNXR102514						
R_ANS	Anthranilate synthase	M_chor_c + M_gln__L_c <=> M_anth_c + M_glu__L_c + M_h_c + M_pyr_c				SBO:0000176	False	(G_b1264 and G_b1263)	cobra_0_bound	cobra_default_ub	ANS	ECOLI:ANTHRANSYN-RXN	4.1.3.27	R00986	MNXR95843	21732	1280	rxn00727								
R_FRD2	Fumarate reductase	M_fum_c + M_mql8_c <=> M_mqn8_c + M_succ_c				SBO:0000176	False	(G_b4154 and G_b4153 and G_b4152 and G_b4151)	cobra_0_bound	cobra_default_ub	FRD2	ECOLI:R601-RXN		R02164	MNXR99637	29217		rxn08527								
R_ANPRT	Anthranilate phosphoribosyltransferase	M_anth_c + M_prpp_c <=> M_ppi_c + M_pran_c				SBO:0000176	False	G_b1263	cobra_0_bound	cobra_default_ub	ANPRT	ECOLI:PRTRANS-RXN	2.4.2.18	R01073	MNXR190678	11769		rxn00791		MNXR95842						
R_CHORM	Chorismate mutase	M_chor_c <=> M_pphn_c				SBO:0000176	False	(G_b2600 or G_b2599)	cobra_0_bound	cobra_default_ub	CHORM	ECOLI:CHORISMATEMUT-RXN	5.4.99.5	R01715	MNXR153200	13900	1827	rxn01256		MNXR96708						
R_PTAr	Phosphotransacetylase	M_accoa_c + M_pi_c <=> M_actp_c + M_coa_c				SBO:0000176	True	(G_b2458 or G_b2297)	cobra_default_lb	cobra_default_ub	PTAr	ECOLI:PHOSACETYLTRANS-RXN	2.3.1.8	R00230	MNXR188714	19524	72	rxn00173		MNXR103319						
R_CHORS	Chorismate synthase	M_3psme_c <=> M_chor_c + M_pi_c				SBO:0000176	False	G_b2329	cobra_0_bound	cobra_default_ub	CHORS	ECOLI:CHORISMATE-SYNTHASE-RXN	4.2.3.5	R01714	MNXR96709	21021	1826	rxn01255								
R_IGPS	Indole-3-glycerol-phosphate synthase	M_2cpr5p_c + M_h_c <=> M_3ig3p_c + M_co2_c + M_h2o_c				SBO:0000176	False	G_b1262	cobra_0_bound	cobra_default_ub	IGPS	ECOLI:IGPSYN-RXN	4.1.1.48	R03508	MNXR145290	23478		rxn02507		MNXR100814						
R_ACKr	Acetate kinase	M_ac_c + M_atp_c <=> M_actp_c + M_adp_c				SBO:0000176	True	(G_b1849 or G_b2296 or G_b3115)	cobra_default_lb	cobra_default_ub	ACKr	ECOLI:ACETATEKIN-RXN	2.7.2.1	R00315	MNXR95269	11352	71	rxn00225								
R_LEUTAi	Leucine transaminase (irreversible)	M_4mop_c + M_glu__L_c <=> M_akg_c + M_leu__L_c				SBO:0000176	False	(G_b4054 or G_b3770)	cobra_0_bound	cobra_default_ub	LEUTAi	ECOLI:BRANCHED-CHAINAMINOTRANSFERLEU-RXN	2.6.1.67	R01090	MNXR192685	18322	1352	rxn00806		MNXR96229						
R_EX_glcn_e	D-Gluconate exchange	M_glcn_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_glcn_e				MNXR100210		13786	rxn08610								
R_EX_h_e	H+ exchange	M_h_e <=> 				SBO:0000627	True		cobra_default_lb	cobra_default_ub	EX_h_e				MNXR100765	34979		rxn08730	R-DME-170026							
R_EX_gln__L_e	L-Glutamine exchange	M_gln__L_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_gln__L_e				MNXR100259		13421	rxn10928	R-SCE-212614							
R_EX_glyc_e	Glycerol exchange	M_glyc_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_glyc_e				MNXR100343	29675		rxn08658	R-DRE-507871							
R_EX_ac_e	Acetate exchange	M_ac_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_ac_e				MNXR95431	27815	12184	rxn08063								
R_EX_akg_e	2-Oxoglutarate exchange	M_akg_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_akg_e				MNXR95663		13794	rxn13220								
R_EX_pyr_e	Pyruvate exchange	M_pyr_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_pyr_e				MNXR103384		12168	rxn09218								
R_EX_succ_e	Succinate exchange	M_succ_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_succ_e				MNXR104619			rxn09271								
R_EX_rib__D_e	D-Ribose exchange	M_rib__D_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_rib__D_e				MNXR104036			rxn09228								
R_EX_fum_e	Fumarate exchange	M_fum_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_fum_e				MNXR99715			rxn11013								
R_EX_glu__L_e	L-Glutamate exchange	M_glu__L_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_glu__L_e				MNXR100301		12283	rxn10917	R-BTA-210439							
R_ENO	Enolase	M_2pg_c <=> M_h2o_c + M_pep_c				SBO:0000176	True	G_b2779	cobra_default_lb	cobra_default_ub	ENO	ECOLI:2PGADEHYDRAT-RXN	4.2.1.11	R00658	MNXR97932	10167	8	rxn00459	R-GGA-71660							
R_FBA	Fructose-bisphosphate aldolase	M_fdp_c <=> M_dhap_c + M_g3p_c				SBO:0000176	True	(G_b2097 or G_b2925)	cobra_default_lb	cobra_default_ub	FBA	ECOLI:F16ALDOLASE-RXN	4.1.2.13	R01068	MNXR153517	14730	1338	rxn00786		MNXR99459						
R_HCO3E	HCO3 equilibration reaction	M_co2_c + M_h2o_c <=> M_h_c + M_hco3_c				SBO:0000176	True	(G_b0339 or G_b0126)	cobra_default_lb	cobra_default_ub	HCO3E	ECOLI:RXN0-5224	4.2.1.1	R10092	MNXR100482	10751	703	rxn00102	R-SSC-1475435							
R_IMPC	IMP cyclohydrolase	M_h2o_c + M_imp_c <=> M_fprica_c				SBO:0000176	True	G_b4006	cobra_default_lb	cobra_default_ub	IMPC	ECOLI:IMPCYCLOHYDROLASE-RXN	3.5.4.10	R01127	MNXR188247	18448	123	rxn00832	R-DRE-73797	MNXR100783						
R_IMPD	IMP dehydrogenase	M_h2o_c + M_imp_c + M_nad_c <=> M_h_c + M_nadh_c + M_xmp_c				SBO:0000176	False	G_b2508	cobra_0_bound	cobra_default_ub	IMPD	ECOLI:IMP-DEHYDROG-RXN	1.1.1.205	R01130	MNXR188253	11709	128	rxn00834	R-SSC-73794	MNXR100830						
R_PPS	Phosphoenolpyruvate synthase	M_atp_c + M_h2o_c + M_pyr_c <=> M_amp_c + 2.0 M_h_c + M_pep_c + M_pi_c				SBO:0000176	False	G_b1702	cobra_0_bound	cobra_default_ub	PPS	ECOLI:PEPSYNTH-RXN	2.7.9.2	R00199	MNXR103140	11365	148	rxn00147								
R_PGI	Glucose-6-phosphate isomerase	M_g6p_c <=> M_f6p_c				SBO:0000176	True	(G_b4025 or G_b2843)	cobra_default_lb	cobra_default_ub	PGI	ECOLI:PGLUCISOM-RXN	5.3.1.9		MNXR191975					MNXR102535						
R_PGK	Phosphoglycerate kinase	M_3pg_c + M_atp_c <=> M_13dpg_c + M_adp_c				SBO:0000176	True	G_b2926	cobra_default_lb	cobra_default_ub	PGK	ECOLI:PHOSGLYPHOS-RXN	2.7.2.3	R01512	MNXR191159	14803	7644	rxn01100	R-TGU-71850	MNXR102538						
R_PGL	6-phosphogluconolactonase	M_6pgl_c + M_h2o_c <=> M_6pgc_c + M_h_c				SBO:0000176	False	G_b0767	cobra_0_bound	cobra_default_ub	PGL	ECOLI:6PGLUCONOLACT-RXN	3.1.1.31	R02035	MNXR188641	12558	109	rxn01476	R-SPO-71296	MNXR102539						
R_RPE	Ribulose 5-phosphate 3-epimerase	M_ru5p__D_c <=> M_xu5p__D_c				SBO:0000176	True	G_b3386	cobra_default_lb	cobra_default_ub	RPE	ECOLI:RIBULP3EPIM-RXN	5.1.3.1	R01529	MNXR104083	13679	62	rxn01116	R-BTA-199803							
R_DHQTi	3-dehydroquinate dehydratase, irreversible	M_3dhq_c <=> M_3dhsk_c + M_h2o_c				SBO:0000176	False	G_b1693	cobra_0_bound	cobra_default_ub	DHQTi	ECOLI:3-DEHYDROQUINATE-DEHYDRATASE-RXN	4.2.1.10	R03084	MNXR153359	21098	2924	rxn02213		MNXR97449						
R_IPMD	3-isopropylmalate dehydrogenase	M_3c2hmp_c + M_nad_c <=> M_3c4mop_c + M_h_c + M_nadh_c				SBO:0000176	False	(G_b1800 or G_b0073)	cobra_0_bound	cobra_default_ub	IPMD	ECOLI:RXN-13158	1.1.1.85	R04426	MNXR100878	10892		rxn03062								
R_AIRC3	Phosphoribosylaminoimidazole carboxylase (mutase rxn)	M_5aizc_c <=> M_5caiz_c				SBO:0000176	True	G_b0523	cobra_default_lb	cobra_default_ub	AIRC3	ECOLI:RXN0-743	5.4.99.18	R07405	MNXR95645	13193		rxn05115								
R_TALA	Transaldolase	M_g3p_c + M_s7p_c <=> M_e4p_c + M_f6p_c				SBO:0000176	True	(G_b2464 or G_b0008)	cobra_default_lb	cobra_default_ub	TALA	ECOLI:TRANSALDOL-RXN	2.2.1.2	R01827	MNXR146501	17053				MNXR104715						
R_ADSL2r	Adenylosuccinate lyase	M_25aics_c <=> M_aicar_c + M_fum_c				SBO:0000176	True	G_b1131	cobra_default_lb	cobra_default_ub	ADSL2r	ECOLI:AICARSYN-RXN	4.3.2.2	R04559	MNXR189171	23921	121		R-HSA-73800	MNXR108966						
R_TKT1	Transketolase	M_r5p_c + M_xu5p__D_c <=> M_g3p_c + M_s7p_c				SBO:0000176	True	(G_b2465 or G_b2935)	cobra_default_lb	cobra_default_ub	TKT1	ECOLI:1TRANSKETO-RXN	2.2.1.1		MNXR104868											
R_RNDR1	Ribonucleoside-diphosphate reductase (ADP)	M_adp_c + M_trdrd_c <=> M_dadp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	(G_b2234 and G_b2235 and (G_b3781 or G_b2582))	cobra_0_bound	cobra_default_ub	RNDR1	ECOLI:ADPREDUCT-RXN	1.17.4.1	R02017	MNXR146314			rxn05231		MNXR104060						
R_ALCD2x	Alcohol dehydrogenase (ethanol)	M_etoh_c + M_nad_c <=> M_acald_c + M_h_c + M_nadh_c				SBO:0000176	True	(G_b1241 or G_b1478)	cobra_default_lb	cobra_default_ub	ALCD2x	ECOLI:ALCOHOL-DEHYDROG-RXN	1.1.1.1	R00754	MNXR95725	25293	597	rxn00543	R-DDI-71707							
R_RNDR3	Ribonucleoside-diphosphate reductase (CDP)	M_cdp_c + M_trdrd_c <=> M_dcdp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	(G_b2234 and G_b2235 and (G_b3781 or G_b2582))	cobra_0_bound	cobra_default_ub	RNDR3	ECOLI:CDPREDUCT-RXN	1.17.4.1	R02024	MNXR146326			rxn06076		MNXR104064						
R_RNDR4	Ribonucleoside-diphosphate reductase (UDP)	M_trdrd_c + M_udp_c <=> M_dudp_c + M_h2o_c + M_trdox_c				SBO:0000176	False	(G_b2234 and G_b2235 and (G_b3781 or G_b2582))	cobra_0_bound	cobra_default_ub	RNDR4	ECOLI:UDPREDUCT-RXN	1.17.4.1	R02018	MNXR146332			rxn06075		MNXR104066						
R_TMDS	Thymidylate synthase	M_dump_c + M_mlthf_c <=> M_dhf_c + M_dtmp_c				SBO:0000176	False	G_b2827	cobra_0_bound	cobra_default_ub	TMDS	ECOLI:THYMIDYLATESYN-RXN	2.1.1.45	R02101	MNXR188916	12105				MNXR104889						
R_EX_glc__D_e	D-Glucose exchange	M_glc__D_e <=> 				SBO:0000627	True		R_EX_glc__D_e_lower_bound	cobra_default_ub	EX_glc__D_e				MNXR100188		601	rxn08617								
R_DHAD1	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	M_23dhmb_c <=> M_3mob_c + M_h2o_c				SBO:0000176	False	G_b3771	cobra_0_bound	cobra_default_ub	DHAD1	ECOLI:DIHYDROXYISOVALDEHYDRAT-RXN	4.2.1.9	R04441	MNXR97358	24812										
R_IPPMIa	3-isopropylmalate dehydratase	M_3c2hmp_c <=> M_2ippm_c + M_h2o_c				SBO:0000176	True	(G_b0072 and G_b0071)	cobra_default_lb	cobra_default_ub	IPPMIa	ECOLI:RXN-13163	4.2.1.33	R04001	MNXR100827	10676	3736	rxn02811								
R_MDH	Malate dehydrogenase	M_mal__L_c + M_nad_c <=> M_h_c + M_nadh_c + M_oaa_c				SBO:0000176	True	G_b3236	cobra_default_lb	cobra_default_ub	MDH	ECOLI:MALATE-DEH-RXN	1.1.1.299	R00342	MNXR101439	21435	113	rxn00248	R-CEL-70979							
R_FUM	Fumarase	M_fum_c + M_h2o_c <=> M_mal__L_c				SBO:0000176	True	(G_b2929 or G_b1675 or G_b1612 or G_b4122 or G_b1611)	cobra_default_lb	cobra_default_ub	FUM	ECOLI:FUMHYDR-RXN	4.2.1.2	R01082	MNXR99705	12460	256	rxn00799	R-SSC-70982							
R_EX_fru_e	D-Fructose exchange	M_fru_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_fru_e				MNXR99663		13415	rxn08537	R-DDI-189222							
R_EX_xyl__D_e	D-Xylose exchange	M_xyl__D_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_xyl__D_e				MNXR105270			rxn09650								
R_KARA1	Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)	M_23dhmb_c + M_nadp_c <=> M_alac__S_c + M_h_c + M_nadph_c				SBO:0000176	True	G_b3774	cobra_default_lb	cobra_default_ub	KARA1	ECOLI:ACETOLACTREDUCTOISOM-RXN	1.1.1.383	R04439	MNXR173045	22071				MNXR97523						
R_KARA2	Ketol-acid reductoisomerase (2-Acetolactate)	M_2ahbut_c + M_h_c + M_nadph_c <=> M_23dhmp_c + M_nadp_c				SBO:0000176	True	G_b3774	cobra_default_lb	cobra_default_ub	KARA2	ECOLI:ACETOOHBUTREDUCTOISOM-RXN	1.1.1.86		MNXR145320	13493				MNXR100902						
R_EX_for_e	Formate exchange	M_for_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_for_e				MNXR99620	29679	12483	rxn08526	R-HSA-6803255							
R_ACCOAC	Acetyl-CoA carboxylase	M_accoa_c + M_atp_c + M_hco3_c <=> M_adp_c + M_h_c + M_malcoa_c + M_pi_c				SBO:0000176	False	(G_b0185 and G_b2316 and G_b3256 and G_b3255)	cobra_0_bound	cobra_default_ub	ACCOAC	META:ACETYL-COA-CARBOXYLTRANSFER-RXN	6.4.1.2	R00742	MNXR190515	11309	542	rxn00533	R-XTR-75851	MNXR95219						
R_KAS14	Beta-ketoacyl-ACP synthase	M_acACP_c + M_h_c + M_malACP_c <=> M_ACP_c + M_actACP_c + M_co2_c				SBO:0000176	False	((G_b2323 and G_b1094) or (G_b1095 and G_b1094))	cobra_0_bound	cobra_default_ub	KAS14	ECOLI:3-OXOACYL-ACP-SYNTH-BASE-RXN	2.3.1.41	R04355	MNXR145324			rxn05347		MNXR100912						
R_ARGSS	Argininosuccinate synthase	M_asp__L_c + M_atp_c + M_citr__L_c <=> M_amp_c + M_argsuc_c + M_h_c + M_ppi_c				SBO:0000176	False	G_b3172	cobra_0_bound	cobra_default_ub	ARGSS	ECOLI:ARGSUCCINSYN-RXN	6.3.4.5	R01954	MNXR138060	10932	572	rxn01434	R-HSA-70577							
R_AGPR	N-acetyl-g-glutamyl-phosphate reductase	M_acg5sa_c + M_nadp_c + M_pi_c <=> M_acg5p_c + M_h_c + M_nadph_c				SBO:0000176	True	G_b3958	cobra_default_lb	cobra_default_ub	AGPR	ECOLI:N-ACETYLGLUTPREDUCT-RXN	1.2.1.38	R03443	MNXR95530	21589		rxn02465								
R_ICL	Isocitrate lyase	M_icit_c <=> M_glx_c + M_succ_c				SBO:0000176	True	G_b4015	cobra_default_lb	cobra_default_ub	ICL	ECOLI:ISOCIT-CLEAV-RXN	4.1.3.1	R00479	MNXR191123	13247	911	rxn00336		MNXR100789						
R_EX_acald_e	Acetaldehyde exchange	M_acald_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_acald_e				MNXR95212			rxn08032	R-HSA-449872							
R_GLYCL	Glycine Cleavage System	M_gly_c + M_nad_c + M_thf_c <=> M_co2_c + M_mlthf_c + M_nadh_c + M_nh4_c				SBO:0000176	False	(G_b0116 and G_b2903 and G_b2904 and G_b2905)	cobra_0_bound	cobra_default_ub	GLYCL	ECOLI:GCVMULTI-RXN	2.1.2.10	R01221	MNXR188141	27758				MNXR100330						
R_XYLI1	Xylose isomerase	M_xyl__D_c <=> M_xylu__D_c				SBO:0000176	True	G_b3565	cobra_default_lb	cobra_default_ub	XYLI1	ECOLI:XYLISOM-RXN	5.3.1.5	R01432	MNXR146751	22817		rxn01044		MNXR105253						
R_PPC	Phosphoenolpyruvate carboxylase	M_co2_c + M_h2o_c + M_pep_c <=> M_h_c + M_oaa_c + M_pi_c				SBO:0000176	False	G_b3956	cobra_0_bound	cobra_default_ub	PPC	ECOLI:PEPCARBOX-RXN	4.1.1.31	R00345	MNXR103096	23074	150	rxn00251								
R_G3PT	Glycerol-3-phosphatase	M_glyc3p_c + M_h2o_c <=> M_glyc_c + M_pi_c				SBO:0000176	False	(G_b0822 or G_b2293)	cobra_0_bound	cobra_default_ub	G3PT	META:RXN-14965	3.1.3.21	R00841	MNXR99894		1182	rxn00610								
R_SADT2	Sulfate adenyltransferase	M_atp_c + M_gtp_c + M_h2o_c + M_so4_c <=> M_aps_c + M_gdp_c + M_pi_c + M_ppi_c				SBO:0000176	False	(G_b2752 and G_b2751)	cobra_0_bound	cobra_default_ub	SADT2	ECOLI:SULFATE-ADENYLYLTRANS-RXN	2.7.7.4		MNXR189852			rxn09240		MNXR104241						
R_GHMT2r	Glycine hydroxymethyltransferase, reversible	M_ser__L_c + M_thf_c <=> M_gly_c + M_h2o_c + M_mlthf_c				SBO:0000176	True	G_b2551	cobra_default_lb	cobra_default_ub	GHMT2r	ECOLI:GLYOHMETRANS-RXN	2.1.2.1	R00945	MNXR188117	15482				MNXR100142						
R_DHORD2	Dihydoorotic acid dehydrogenase (quinone8)	M_dhor__S_c + M_q8_c <=> M_orot_c + M_q8h2_c				SBO:0000176	False	G_b0945	cobra_0_bound	cobra_default_ub	DHORD2	ECOLI:RXN0-6491		R01868	MNXR97418	28687		rxn08335								
R_SDPDS	Succinyl-diaminopimelate desuccinylase	M_h2o_c + M_sl26da_c <=> M_26dap_LL_c + M_succ_c				SBO:0000176	False	G_b2472	cobra_0_bound	cobra_default_ub	SDPDS	ECOLI:SUCCDIAMINOPIMDESUCC-RXN	3.5.1.18	R02734	MNXR104300	22609	2621	rxn01973								
R_EX_lac__D_e	D-lactate exchange	M_lac__D_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	EX_lac__D_e				MNXR97840		12471	rxn08351								
R_UMPK	UMP kinase	M_atp_c + M_ump_c <=> M_adp_c + M_udp_c				SBO:0000176	True	G_b0171	cobra_default_lb	cobra_default_ub	UMPK	ECOLI:RXN-12002	2.7.4.14	R00158	MNXR188974	24403	201	rxn00119		MNXR105118						
R_CTPS2	CTP synthase (glutamine)	M_atp_c + M_gln__L_c + M_h2o_c + M_utp_c <=> M_adp_c + M_ctp_c + M_glu__L_c + 2.0 M_h_c + M_pi_c				SBO:0000176	False	G_b2780	cobra_0_bound	cobra_default_ub	CTPS2	ECOLI:CTPSYN-RXN	6.3.4.2	R00573	MNXR190850	26428	459	rxn11276	R-SSC-504054	MNXR96945						
R_NDPK7	Nucleoside-diphosphate kinase (ATP:dCDP)	M_atp_c + M_dcdp_c <=> M_adp_c + M_dctp_c				SBO:0000176	True	(G_b0474 or G_b2518)	cobra_default_lb	cobra_default_ub	NDPK7	ECOLI:DCDPKIN-RXN	2.7.4.6	R02326	MNXR101939	27679	422	rxn01673								
R_TRPS3	Tryptophan synthase (indoleglycerol phosphate)	M_3ig3p_c <=> M_g3p_c + M_indole_c				SBO:0000176	False	G_b1260	cobra_0_bound	cobra_default_ub	TRPS3	ECOLI:RXN0-2381	4.2.1.20	R02340	MNXR151535	14084		rxn01682		MNXR99889						
R_ADK1	Adenylate kinase	M_amp_c + M_atp_c <=> 2.0 M_adp_c				SBO:0000176	True	G_b0474	cobra_default_lb	cobra_default_ub	ADK1	ECOLI:ADENYL-KIN-RXN	2.7.4.3	R00127	MNXR95450	12974	82	rxn00097	R-MMU-110145							
R_NDPK2	Nucleoside-diphosphate kinase (ATP:UDP)	M_atp_c + M_udp_c <=> M_adp_c + M_utp_c				SBO:0000176	True	(G_b0474 or G_b2518)	cobra_default_lb	cobra_default_ub	NDPK2	ECOLI:UDPKIN-RXN	2.7.4.6	R00156	MNXR188501	25099	199	rxn00117		MNXR101935						
R_NDPK4	Nucleoside-diphosphate kinase (ATP:dTDP)	M_atp_c + M_dtdp_c <=> M_adp_c + M_dttp_c				SBO:0000176	True	(G_b0474 or G_b2518)	cobra_default_lb	cobra_default_ub	NDPK4	ECOLI:DTDPKIN-RXN	2.7.4.6	R02093	MNXR101937	27685	423	rxn01512								
R_ACODA	Acetylornithine deacetylase	M_acorn_c + M_h2o_c <=> M_ac_c + M_orn_c				SBO:0000176	False	G_b3957	cobra_0_bound	cobra_default_ub	ACODA	ECOLI:ACETYLORNDEACET-RXN	3.5.1.14	R00669	MNXR95377	15943	1049	rxn00469								
